ID_Estudiante;Semestre;Código_Materia;Semestre_Correspondiente;Nota_Final;Estado;Segunda_Instancia;Carga_Académica;Promedio_Semestral
2;1/2024;SIS254;7;74;A;0;4;65.5
2;2/2024;MAT102;2;51;A;0;4;58.0
2;2/2024;SIS316;8;62;A;0;4;58.0
2;2/2024;SIS325;8;61;A;0;4;58.0
2;2/2024;MAT280;3;58;A;0;4;58.0
3;1/2021;FIS100;1;52;A;0;6;59.3
3;1/2021;MAT100;1;68;A;0;6;59.3
3;1/2021;MAT101;1;53;A;0;6;59.3
3;1/2021;SHC100;1;67;A;0;6;59.3
3;1/2021;SIS100;1;41;R;1;6;59.3
3;1/2021;SIS100;1;75;A;0;6;59.3
3;2/2021;ADM100;2;77;A;0;6;61.2
3;2/2021;FIS200;2;36;R;0;6;61.2
3;2/2021;MAT102;2;32;R;0;6;61.2
3;2/2021;MAT103;2;46;R;0;6;61.2
3;2/2021;SIS101;2;96;A;0;6;61.2
3;2/2021;SIS308;2;80;A;0;6;61.2
3;1/2022;MAT102;2;6;R;0;8;39.8
3;1/2022;MAT103;2;28;R;1;8;39.8
3;1/2022;GEN410;3;59;A;0;8;39.8
3;1/2022;SIS204;3;51;A;1;8;39.8
3;1/2022;SIS302;3;51;A;0;8;39.8
3;1/2022;SIS457;3;33;R;0;8;39.8
3;1/2022;MAT103;2;51;A;0;8;39.8
3;1/2022;SIS457;3;39;R;0;8;39.8
3;2/2022;FIS200;2;57;A;0;5;59.8
3;2/2022;MAT102;2;51;A;1;5;59.8
3;2/2022;SIS457;3;62;A;0;5;59.8
3;2/2022;SIS125;4;78;A;0;5;59.8
3;2/2022;SIS304;4;51;A;0;5;59.8
3;1/2023;MAT207;3;40;R;1;7;53.6
3;1/2023;MAT280;3;51;A;1;7;53.6
3;1/2023;SIS107;4;40;R;1;7;53.6
3;1/2023;SIS251;4;72;A;0;7;53.6
3;1/2023;SIS301;5;59;A;0;7;53.6
3;1/2023;MAT207;3;30;R;0;7;53.6
3;1/2023;SIS107;4;83;A;0;7;53.6
3;2/2023;MAT207;3;60;A;0;6;67.3
3;2/2023;SIS370;4;64;A;0;6;67.3
3;2/2023;SIS252;5;73;A;0;6;67.3
3;2/2023;SIS313;5;76;A;0;6;67.3
3;2/2023;MAT205;4;100;A;0;6;67.3
3;2/2023;SIS315;5;31;R;0;6;67.3
3;1/2024;SIS145;5;51;A;0;5;53.6
3;1/2024;SIS209;5;51;A;1;5;53.6
3;1/2024;SIS315;5;60;A;0;5;53.6
3;1/2024;SIS256;6;44;R;1;5;53.6
3;1/2024;SIS324;6;62;A;0;5;53.6
3;2/2024;SIS256;6;90;A;0;2;65.0
3;2/2024;SIS386;6;40;R;1;2;65.0
4;1/2022;FIS100;1;51;A;0;5;55.0
4;1/2022;MAT100;1;54;C;0;5;55.0
4;1/2022;MAT101;1;57;A;0;5;55.0
4;1/2022;SHC100;1;60;A;0;5;55.0
4;1/2022;SIS100;1;53;A;0;5;55.0
4;2/2022;FIS200;2;70;A;0;7;50.3
4;2/2022;MAT102;2;38;R;0;7;50.3
4;2/2022;MAT103;2;92;A;0;7;50.3
4;2/2022;SIS101;2;1;B;0;7;50.3
4;2/2022;SIS103;2;89;A;0;7;50.3
4;2/2022;SIS308;2;61;A;0;7;50.3
4;2/2022;MAT102;2;1;B;0;7;50.3
4;1/2023;MAT102;2;7;R;0;4;50.3
4;1/2023;SIS101;2;72;A;0;4;50.3
4;1/2023;GEN410;3;65;A;0;4;50.3
4;1/2023;SIS107;3;57;A;0;4;50.3
4;2/2023;SIS204;3;77;A;0;6;69.3
4;2/2023;SIS302;3;76;A;0;6;69.3
4;2/2023;SIS457;3;51;A;0;6;69.3
4;2/2023;SIS110;4;79;A;0;6;69.3
4;2/2023;SIS125;4;68;A;0;6;69.3
4;2/2023;SIS251;4;65;A;0;6;69.3
4;1/2024;MAT102;2;54;A;0;7;64.9
4;1/2024;SIS304;4;57;A;0;7;64.9
4;1/2024;SIS407;4;71;A;0;7;64.9
4;1/2024;SIS252;5;73;A;0;7;64.9
4;1/2024;SIS313;5;81;A;0;7;64.9
4;1/2024;SIS315;5;54;A;0;7;64.9
4;1/2024;SIS324;5;64;A;0;7;64.9
4;2/2024;MAT280;3;60;A;0;5;84.0
4;2/2024;SIS256;5;95;A;0;5;84.0
4;2/2024;COM350;6;83;A;0;5;84.0
4;2/2024;COM460;6;89;A;0;5;84.0
4;2/2024;SIS258;6;93;A;0;5;84.0
4;1/2025;SIS120;4;71;A;0;6;79.2
4;1/2025;SIS104;6;80;A;0;6;79.2
4;1/2025;SIS427;6;82;A;0;6;79.2
4;1/2025;COM450;7;73;A;0;6;79.2
4;1/2025;SIS254;7;69;A;0;6;79.2
4;1/2025;SIS420;5;100;A;0;6;79.2
10;1/2018;SHC139;1;72;A;0;4;64.2
10;1/2018;MAT136;1;32;R;0;4;64.2
10;1/2018;SHC183;1;74;A;0;4;64.2
10;1/2018;ADM145;1;79;C;0;4;64.2
10;2/2018;MAT136;1;82;A;0;6;80.2
10;2/2018;FIS206;2;100;A;1;6;80.2
10;2/2018;ADM241;2;73;A;0;6;80.2
10;2/2018;ADM299;2;82;A;0;6;80.2
10;2/2018;SHC297;2;71;A;0;6;80.2
10;2/2018;COM260;2;73;A;0;6;80.2
10;1/2019;MAT397;3;67;A;0;6;57.0
10;1/2019;ADM322;3;59;A;0;6;57.0
10;1/2019;MAT342;3;41;R;0;6;57.0
10;1/2019;GEN395;3;89;A;0;6;57.0
10;1/2019;SIS369;3;65;A;0;6;57.0
10;1/2019;SIS309;3;21;R;0;6;57.0
10;2/2019;MAT342;3;76;A;0;4;67.0
10;2/2019;SIS309;3;62;A;0;4;67.0
10;2/2019;GEN489;4;77;C;0;4;67.0
10;2/2019;COM454;4;53;C;0;4;67.0
10;1/2020;SHC503;5;68;A;1;5;52.6
10;1/2020;SHC501;5;30;R;0;5;52.6
10;1/2020;GEN544;5;45;R;0;5;52.6
10;1/2020;FIS533;5;43;C;0;5;52.6
10;1/2020;MAT541;5;77;A;0;5;52.6
10;2/2020;SHC501;5;69;A;1;5;60.4
10;2/2020;GEN544;5;26;R;0;5;60.4
10;2/2020;SIS563;5;72;A;0;5;60.4
10;2/2020;COM504;5;72;C;0;5;60.4
10;2/2020;SHC526;5;63;A;1;5;60.4
10;1/2021;GEN544;5;22;R;0;7;69.1
10;1/2021;SIS678;6;85;A;0;7;69.1
10;1/2021;FIS658;6;70;A;0;7;69.1
10;1/2021;SIS645;6;83;A;0;7;69.1
10;1/2021;ADM624;6;75;A;0;7;69.1
10;1/2021;COM681;6;73;A;0;7;69.1
10;1/2021;COM621;6;76;A;0;7;69.1
10;2/2021;GEN544;5;73;C;1;5;63.0
10;2/2021;FIS789;7;86;A;0;5;63.0
10;2/2021;GEN714;7;70;A;0;5;63.0
10;2/2021;SHC708;7;74;A;1;5;63.0
10;2/2021;COM702;7;12;R;0;5;63.0
11;1/2020;GEN121;1;69;A;0;7;49.3
11;1/2020;FIS137;1;72;A;0;7;49.3
11;1/2020;COM185;1;62;A;1;7;49.3
11;1/2020;SIS121;1;68;A;0;7;49.3
11;1/2020;SIS160;1;29;R;1;7;49.3
11;1/2020;SHC196;1;5;R;0;7;49.3
11;1/2020;SHC156;1;40;R;0;7;49.3
11;2/2020;SIS160;1;74;A;0;4;68.8
11;2/2020;SHC196;1;63;A;0;4;68.8
11;2/2020;SHC156;1;75;A;1;4;68.8
11;2/2020;GEN116;1;63;A;0;4;68.8
11;1/2021;ADM264;2;67;A;0;4;63.8
11;1/2021;SHC214;2;35;R;0;4;63.8
11;1/2021;COM228;2;65;A;0;4;63.8
11;1/2021;COM258;2;88;A;1;4;63.8
11;2/2021;SHC214;2;66;A;0;7;54.1
11;2/2021;SHC334;3;68;A;0;7;54.1
11;2/2021;SHC327;3;56;A;0;7;54.1
11;2/2021;MAT388;3;72;A;1;7;54.1
11;2/2021;GEN343;3;15;R;0;7;54.1
11;2/2021;ADM370;3;56;A;0;7;54.1
11;2/2021;SHC320;3;46;R;0;7;54.1
11;1/2022;GEN343;3;22;R;0;7;54.7
11;1/2022;SHC320;3;49;R;0;7;54.7
11;1/2022;SHC455;4;70;A;0;7;54.7
11;1/2022;COM441;4;66;A;0;7;54.7
11;1/2022;SHC458;4;73;C;0;7;54.7
11;1/2022;COM474;4;51;A;0;7;54.7
11;1/2022;FIS495;4;52;A;0;7;54.7
11;2/2022;GEN343;3;70;A;0;6;53.2
11;2/2022;SHC320;3;56;A;0;6;53.2
11;2/2022;COM546;5;59;A;0;6;53.2
11;2/2022;MAT509;5;23;R;0;6;53.2
11;2/2022;COM597;5;59;A;0;6;53.2
11;2/2022;SIS584;5;52;A;0;6;53.2
11;1/2023;MAT509;5;49;C;0;4;63.5
11;1/2023;SHC604;6;61;A;0;4;63.5
11;1/2023;SHC664;6;87;A;0;4;63.5
11;1/2023;COM640;6;57;A;0;4;63.5
11;2/2023;SIS721;7;64;A;0;6;65.5
11;2/2023;COM714;7;76;A;0;6;65.5
11;2/2023;COM770;7;22;R;0;6;65.5
11;2/2023;SIS761;7;85;A;1;6;65.5
11;2/2023;SIS712;7;72;A;1;6;65.5
11;2/2023;SHC722;7;74;A;0;6;65.5
12;1/2018;FIS152;1;57;A;1;7;47.3
12;1/2018;SIS155;1;54;A;0;7;47.3
12;1/2018;COM113;1;31;R;0;7;47.3
12;1/2018;COM146;1;41;R;0;7;47.3
12;1/2018;COM135;1;47;R;0;7;47.3
12;1/2018;GEN160;1;21;R;0;7;47.3
12;1/2018;FIS134;1;80;A;0;7;47.3
12;2/2018;COM113;1;32;R;0;7;40.4
12;2/2018;COM146;1;66;A;0;7;40.4
12;2/2018;COM135;1;36;R;0;7;40.4
12;2/2018;GEN160;1;54;A;1;7;40.4
12;2/2018;FIS109;1;25;R;0;7;40.4
12;2/2018;ADM198;1;24;R;0;7;40.4
12;2/2018;MAT119;1;46;C;0;7;40.4
12;1/2019;COM113;1;74;A;0;6;51.5
12;1/2019;COM135;1;63;A;0;6;51.5
12;1/2019;FIS109;1;33;R;0;6;51.5
12;1/2019;ADM198;1;0;R;1;6;51.5
12;1/2019;FIS180;1;78;A;0;6;51.5
12;1/2019;COM178;1;61;A;0;6;51.5
12;2/2019;FIS109;1;48;R;0;7;59.1
12;2/2019;ADM198;1;79;A;0;7;59.1
12;2/2019;SHC273;2;77;A;0;7;59.1
12;2/2019;SHC209;2;41;R;0;7;59.1
12;2/2019;SHC279;2;31;R;0;7;59.1
12;2/2019;ADM285;2;72;A;0;7;59.1
12;2/2019;ADM259;2;66;A;0;7;59.1
12;1/2020;FIS109;1;28;R;0;5;34.6
12;1/2020;SHC209;2;25;R;0;5;34.6
12;1/2020;SHC279;2;70;A;1;5;34.6
12;1/2020;COM262;2;20;R;0;5;34.6
12;1/2020;COM229;2;30;R;1;5;34.6
12;2/2020;FIS109;1;45;R;1;7;49.6
12;2/2020;SHC209;2;42;R;0;7;49.6
12;2/2020;COM262;2;41;R;0;7;49.6
12;2/2020;COM229;2;74;A;0;7;49.6
12;2/2020;MAT230;2;79;A;1;7;49.6
12;2/2020;ADM263;2;30;R;0;7;49.6
12;2/2020;GEN251;2;36;R;0;7;49.6
12;1/2021;FIS109;1;69;A;0;5;66.0
12;1/2021;SHC209;2;82;C;0;5;66.0
12;1/2021;COM262;2;67;A;0;5;66.0
12;1/2021;ADM263;2;54;A;1;5;66.0
12;1/2021;GEN251;2;58;A;0;5;66.0
12;2/2021;GEN374;3;41;R;0;4;49.2
12;2/2021;FIS350;3;60;A;0;4;49.2
12;2/2021;SHC349;3;77;A;0;4;49.2
12;2/2021;ADM341;3;19;R;0;4;49.2
12;1/2022;GEN374;3;69;A;0;6;50.7
12;1/2022;ADM341;3;41;R;1;6;50.7
12;1/2022;FIS326;3;36;R;0;6;50.7
12;1/2022;GEN349;3;59;A;0;6;50.7
12;1/2022;GEN335;3;62;A;0;6;50.7
12;1/2022;SHC385;3;37;R;1;6;50.7
13;1/2019;FIS143;1;61;C;0;7;69.6
13;1/2019;FIS161;1;58;C;0;7;69.6
13;1/2019;FIS189;1;75;A;0;7;69.6
13;1/2019;SHC153;1;74;A;0;7;69.6
13;1/2019;FIS134;1;68;A;0;7;69.6
13;1/2019;COM111;1;72;A;0;7;69.6
13;1/2019;SHC116;1;79;A;0;7;69.6
13;2/2019;SHC276;2;76;A;0;6;71.2
13;2/2019;FIS200;2;78;A;0;6;71.2
13;2/2019;COM283;2;59;A;0;6;71.2
13;2/2019;COM241;2;67;A;1;6;71.2
13;2/2019;SHC284;2;74;A;0;6;71.2
13;2/2019;GEN219;2;73;A;0;6;71.2
13;1/2020;COM351;3;65;A;0;5;49.2
13;1/2020;SIS348;3;58;A;0;5;49.2
13;1/2020;COM376;3;41;R;0;5;49.2
13;1/2020;SIS378;3;64;A;0;5;49.2
13;1/2020;GEN336;3;18;R;0;5;49.2
13;2/2020;COM376;3;70;A;1;7;63.7
13;2/2020;GEN336;3;15;R;0;7;63.7
13;2/2020;SHC337;3;70;A;0;7;63.7
13;2/2020;SIS303;3;73;A;0;7;63.7
13;2/2020;MAT341;3;66;A;1;7;63.7
13;2/2020;COM354;3;80;A;0;7;63.7
13;2/2020;FIS306;3;72;C;0;7;63.7
13;1/2021;GEN336;3;71;A;1;5;67.4
13;1/2021;COM405;4;71;A;0;5;67.4
13;1/2021;FIS411;4;26;R;0;5;67.4
13;1/2021;MAT443;4;71;A;1;5;67.4
13;1/2021;SHC492;4;98;A;0;5;67.4
13;2/2021;FIS411;4;68;A;0;7;68.1
13;2/2021;MAT560;5;70;C;0;7;68.1
13;2/2021;ADM598;5;40;R;0;7;68.1
13;2/2021;ADM514;5;70;A;0;7;68.1
13;2/2021;COM536;5;80;C;0;7;68.1
13;2/2021;ADM512;5;68;C;0;7;68.1
13;2/2021;ADM560;5;81;A;0;7;68.1
13;1/2022;ADM598;5;70;A;0;5;66.4
13;1/2022;ADM614;6;62;A;1;5;66.4
13;1/2022;FIS673;6;73;A;0;5;66.4
13;1/2022;FIS697;6;64;A;0;5;66.4
13;1/2022;GEN677;6;63;A;0;5;66.4
13;2/2022;SHC771;7;69;A;0;7;65.4
13;2/2022;GEN711;7;51;A;0;7;65.4
13;2/2022;MAT782;7;61;A;0;7;65.4
13;2/2022;ADM734;7;53;A;1;7;65.4
13;2/2022;SHC790;7;79;A;0;7;65.4
13;2/2022;SIS709;7;78;A;0;7;65.4
13;2/2022;MAT754;7;67;C;0;7;65.4
14;1/2018;GEN106;1;32;R;0;4;67.8
14;1/2018;MAT107;1;81;C;0;4;67.8
14;1/2018;FIS155;1;91;A;0;4;67.8
14;1/2018;MAT111;1;67;A;0;4;67.8
14;2/2018;GEN106;1;69;A;0;4;52.5
14;2/2018;FIS255;2;5;R;0;4;52.5
14;2/2018;GEN234;2;80;A;0;4;52.5
14;2/2018;GEN217;2;56;C;0;4;52.5
14;1/2019;FIS255;2;74;A;0;6;60.3
14;1/2019;FIS335;3;78;C;0;6;60.3
14;1/2019;GEN384;3;70;C;0;6;60.3
14;1/2019;GEN339;3;85;A;0;6;60.3
14;1/2019;FIS313;3;15;R;0;6;60.3
14;1/2019;FIS313;3;40;R;1;6;60.3
14;2/2019;FIS313;3;66;A;0;7;57.0
14;2/2019;FIS313;3;80;A;0;7;57.0
14;2/2019;COM468;4;62;A;0;7;57.0
14;2/2019;SIS494;4;9;R;0;7;57.0
14;2/2019;GEN470;4;57;A;1;7;57.0
14;2/2019;FIS404;4;42;R;0;7;57.0
14;2/2019;ADM466;4;83;A;0;7;57.0
14;1/2020;SIS494;4;66;A;0;6;61.3
14;1/2020;FIS404;4;76;A;0;6;61.3
14;1/2020;GEN599;5;74;A;0;6;61.3
14;1/2020;MAT526;5;60;A;0;6;61.3
14;1/2020;SIS504;5;11;R;0;6;61.3
14;1/2020;ADM561;5;81;A;0;6;61.3
14;2/2020;SIS504;5;72;A;0;4;65.8
14;2/2020;ADM631;6;69;A;0;4;65.8
14;2/2020;SHC604;6;72;A;0;4;65.8
14;2/2020;FIS677;6;50;R;0;4;65.8
14;1/2021;FIS677;6;47;R;0;6;52.5
14;1/2021;FIS750;7;2;R;0;6;52.5
14;1/2021;GEN748;7;75;A;0;6;52.5
14;1/2021;ADM745;7;50;R;0;6;52.5
14;1/2021;ADM708;7;77;A;0;6;52.5
14;1/2021;MAT739;7;64;A;0;6;52.5
15;1/2018;COM151;1;45;R;0;5;57.6
15;1/2018;FIS136;1;47;R;1;5;57.6
15;1/2018;GEN158;1;52;A;1;5;57.6
15;1/2018;COM108;1;59;A;0;5;57.6
15;1/2018;GEN124;1;85;A;1;5;57.6
15;2/2018;COM151;1;69;A;0;4;69.5
15;2/2018;FIS136;1;68;A;0;4;69.5
15;2/2018;ADM157;1;75;A;0;4;69.5
15;2/2018;GEN103;1;66;A;0;4;69.5
15;1/2019;SIS241;2;65;C;0;4;71.8
15;1/2019;ADM282;2;65;A;0;4;71.8
15;1/2019;SIS270;2;82;A;0;4;71.8
15;1/2019;ADM237;2;75;A;0;4;71.8
15;2/2019;SIS309;3;60;A;0;5;67.6
15;2/2019;MAT325;3;59;A;0;5;67.6
15;2/2019;FIS337;3;63;A;0;5;67.6
15;2/2019;COM370;3;85;A;0;5;67.6
15;2/2019;FIS331;3;71;A;1;5;67.6
15;1/2020;ADM451;4;79;A;0;5;48.0
15;1/2020;SIS475;4;9;R;0;5;48.0
15;1/2020;COM411;4;88;A;0;5;48.0
15;1/2020;COM464;4;23;R;0;5;48.0
15;1/2020;MAT434;4;41;C;0;5;48.0
15;2/2020;SIS475;4;76;A;0;5;57.6
15;2/2020;COM464;4;66;A;0;5;57.6
15;2/2020;ADM430;4;65;A;0;5;57.6
15;2/2020;SHC401;4;35;R;0;5;57.6
15;2/2020;MAT490;4;46;R;0;5;57.6
15;1/2021;SHC401;4;75;A;0;7;77.6
15;1/2021;MAT490;4;87;A;0;7;77.6
15;1/2021;COM468;4;74;A;0;7;77.6
15;1/2021;FIS486;4;62;C;1;7;77.6
15;1/2021;FIS497;4;84;A;0;7;77.6
15;1/2021;SIS461;4;91;A;0;7;77.6
15;1/2021;MAT469;4;70;A;0;7;77.6
16;1/2019;COM141;1;63;A;0;5;66.2
16;1/2019;SIS133;1;80;A;1;5;66.2
16;1/2019;SHC131;1;80;A;0;5;66.2
16;1/2019;SIS144;1;55;A;0;5;66.2
16;1/2019;MAT193;1;53;A;0;5;66.2
16;2/2019;SIS255;2;76;A;1;4;70.0
16;2/2019;SIS286;2;61;A;0;4;70.0
16;2/2019;SIS244;2;71;A;0;4;70.0
16;2/2019;COM251;2;72;A;0;4;70.0
16;1/2020;MAT382;3;74;A;0;4;72.2
16;1/2020;ADM370;3;59;A;1;4;72.2
16;1/2020;COM345;3;60;A;1;4;72.2
16;1/2020;COM305;3;96;C;1;4;72.2
16;2/2020;GEN411;4;83;A;0;5;67.2
16;2/2020;SHC483;4;37;R;0;5;67.2
16;2/2020;SIS455;4;65;A;1;5;67.2
16;2/2020;SHC468;4;69;A;1;5;67.2
16;2/2020;MAT446;4;82;A;1;5;67.2
16;1/2021;SHC483;4;47;R;0;4;62.0
16;1/2021;ADM530;5;44;R;0;4;62.0
16;1/2021;FIS507;5;76;A;1;4;62.0
16;1/2021;SHC545;5;81;A;0;4;62.0
16;2/2021;SHC483;4;71;C;0;6;76.0
16;2/2021;ADM530;5;82;A;1;6;76.0
16;2/2021;SIS562;5;70;A;0;6;76.0
16;2/2021;FIS554;5;78;A;0;6;76.0
16;2/2021;FIS550;5;68;A;0;6;76.0
16;2/2021;MAT582;5;87;A;0;6;76.0
16;1/2022;SHC601;6;82;A;0;5;70.8
16;1/2022;MAT677;6;89;A;0;5;70.8
16;1/2022;COM620;6;66;A;0;5;70.8
16;1/2022;SHC672;6;63;A;0;5;70.8
16;1/2022;SIS659;6;54;A;1;5;70.8
16;2/2022;FIS750;7;79;A;1;4;70.0
16;2/2022;SIS740;7;62;A;0;4;70.0
16;2/2022;FIS759;7;63;A;0;4;70.0
16;2/2022;COM767;7;76;A;0;4;70.0
16;1/2023;ADM891;8;56;A;0;5;60.0
16;1/2023;MAT864;8;44;R;0;5;60.0
16;1/2023;MAT855;8;67;A;1;5;60.0
16;1/2023;MAT860;8;66;A;0;5;60.0
16;1/2023;SIS896;8;67;C;0;5;60.0
17;1/2019;SHC122;1;82;A;0;7;61.9
17;1/2019;MAT198;1;81;A;0;7;61.9
17;1/2019;COM121;1;60;A;1;7;61.9
17;1/2019;MAT179;1;57;A;0;7;61.9
17;1/2019;COM122;1;8;R;0;7;61.9
17;1/2019;MAT115;1;65;A;1;7;61.9
17;1/2019;SHC176;1;80;A;0;7;61.9
17;2/2019;COM122;1;66;A;0;5;52.6
17;2/2019;COM298;2;41;R;0;5;52.6
17;2/2019;FIS286;2;21;R;0;5;52.6
17;2/2019;COM287;2;74;A;0;5;52.6
17;2/2019;COM205;2;61;C;0;5;52.6
17;1/2020;COM298;2;72;C;0;5;59.6
17;1/2020;FIS286;2;67;A;0;5;59.6
17;1/2020;SIS294;2;68;C;0;5;59.6
17;1/2020;GEN240;2;7;R;0;5;59.6
17;1/2020;ADM294;2;84;A;0;5;59.6
17;2/2020;GEN240;2;67;A;0;6;61.3
17;2/2020;FIS365;3;62;A;0;6;61.3
17;2/2020;SIS388;3;66;A;0;6;61.3
17;2/2020;SIS326;3;19;R;0;6;61.3
17;2/2020;MAT352;3;78;A;0;6;61.3
17;2/2020;GEN325;3;76;A;0;6;61.3
17;1/2021;SIS326;3;53;A;0;6;68.3
17;1/2021;COM466;4;67;A;0;6;68.3
17;1/2021;MAT421;4;74;A;0;6;68.3
17;1/2021;SHC476;4;89;A;0;6;68.3
17;1/2021;FIS425;4;58;C;0;6;68.3
17;1/2021;MAT490;4;69;A;0;6;68.3
17;2/2021;SHC538;5;83;A;1;6;55.5
17;2/2021;SIS573;5;51;A;0;6;55.5
17;2/2021;ADM525;5;29;R;0;6;55.5
17;2/2021;FIS518;5;73;A;0;6;55.5
17;2/2021;SIS552;5;15;R;0;6;55.5
17;2/2021;SHC588;5;82;A;0;6;55.5
17;1/2022;ADM525;5;66;A;0;5;59.0
17;1/2022;SIS552;5;83;A;1;5;59.0
17;1/2022;SHC657;6;24;R;0;5;59.0
17;1/2022;MAT665;6;59;A;0;5;59.0
17;1/2022;ADM627;6;63;A;1;5;59.0
18;1/2018;GEN136;1;61;A;0;7;66.0
18;1/2018;FIS190;1;65;A;0;7;66.0
18;1/2018;COM157;1;75;A;1;7;66.0
18;1/2018;SHC186;1;72;A;0;7;66.0
18;1/2018;ADM112;1;72;A;0;7;66.0
18;1/2018;SIS108;1;39;R;1;7;66.0
18;1/2018;GEN139;1;78;A;0;7;66.0
18;2/2018;SIS108;1;77;A;1;7;57.9
18;2/2018;SHC242;2;80;C;0;7;57.9
18;2/2018;GEN294;2;0;R;0;7;57.9
18;2/2018;GEN254;2;87;A;0;7;57.9
18;2/2018;COM263;2;23;R;0;7;57.9
18;2/2018;SIS254;2;54;A;0;7;57.9
18;2/2018;FIS290;2;84;A;0;7;57.9
18;1/2019;GEN294;2;22;R;1;4;60.0
18;1/2019;COM263;2;72;A;0;4;60.0
18;1/2019;FIS386;3;75;A;1;4;60.0
18;1/2019;GEN349;3;71;A;0;4;60.0
18;2/2019;GEN294;2;85;A;1;6;51.7
18;2/2019;ADM413;4;57;A;0;6;51.7
18;2/2019;MAT425;4;38;R;0;6;51.7
18;2/2019;ADM445;4;57;C;0;6;51.7
18;2/2019;GEN481;4;73;A;0;6;51.7
18;2/2019;COM459;4;0;R;0;6;51.7
18;1/2020;MAT425;4;46;R;0;4;45.2
18;1/2020;COM459;4;6;R;0;4;45.2
18;1/2020;SHC501;5;68;A;0;4;45.2
